1000;184900;213600;157300;nsec.
5000;1105200;1048400;968700;nsec.
10000;2506300;2247800;2116700;nsec.
15000;3858300;3406200;3518800;nsec.
25000;6667000;6084900;5671800;nsec.
50000;14779500;12951500;12631100;nsec.
75000;23477200;20822800;19703900;nsec.
100000;31120100;27878200;26350500;nsec.
150000;48908600;43680600;41598600;nsec.
250000;84437800;77651200;73910300;nsec.
