1000;1956500;1872700;1932200;nsec.
5000;47609300;48658700;48434500;nsec.
10000;194224300;188275200;193297400;nsec.
15000;428921000;426584800;437659200;nsec.
25000;1190154900;1195073400;1212638900;nsec.
50000;4758451700;4755635400;4876044900;nsec.
75000;10727502000;10715860200;10947621500;nsec.
100000;19027832100;19058730500;19486908900;nsec.
150000;42863727500;42881400200;43856878400;nsec.
250000;119188899000;119122394500;121786265800;nsec.
