combsort;1000;537000;277200;335100;nsec.
combsort;5000;2746600;1216000;1396200;nsec.
combsort;10000;4859200;2730000;3300800;nsec.
combsort;15000;9390600;3607600;4363200;nsec.
combsort;25000;12408900;6291300;8643900;nsec.
combsort;50000;27986100;12075600;14528600;nsec.
combsort;75000;41485600;21054100;22278000;nsec.
combsort;100000;60178500;25764000;35771100;nsec.
combsort;150000;97631800;41274400;51538500;nsec.
combsort;250000;154966600;71651000;82608700;nsec.
