selectionsort;1000,00;300900,00
selectionsort;5000,00;6585100,00
selectionsort;10000,00;26067400,00
selectionsort;15000,00;57914500,00
selectionsort;25000,00;159917800,00
selectionsort;50000,00;641940200,00
selectionsort;75000,00;1440754400,00
selectionsort;100000,00;2551194400,00
selectionsort;150000,00;6023464100,00
selectionsort;250000,00;16233713400,00
selectionsort;400000,00;41603301000,00
